지역,원본행,세부사업명,주요내용,주요내용_정제
부산,1028.0,지역특성에 맞는 노인복지 우수사례개발,"대상: 관내 노인 5,000여명 • 시상, 경로위안공연, 실버노래자랑 등",사업내용 : 불법 주정차계도 활동 • 근무인원: 48명(상하반기 각 24명) • 운영기간: 3월~12월(약10개월) • 근무대상: 만65세 이상 만75세 이하 신체 건강한 노인
부산,1029.0,장수축하금 지원,"만85세 이상, 기장군 거주자에게 월 3만원 지급",퇴직교직원(32명) 인력풀 지속적 활용 및 내실화
부산,1030.0,불법광고물 실버정비단,"만65세 이상 어르신 고용 통한벽보, 전단 제거",3세대 하모니 자원봉사자 지원으로 방과후 과정 운영 내실화
부산,1031.0,선진주차질서도우미,사업내용 : 불법 주정차계도 활동 • 근무인원: 48명(상하반기 각 24명) • 운영기간: 3월~12월(약10개월) • 근무대상: 만65세 이상 만75세 이하 신체 건강한 노인,저출산 고령화 대비 인구정책 제시
부산,1032.0,퇴직교직원 활용,퇴직교직원(32명) 인력풀 지속적 활용 및 내실화,고령친화산업지원센터 운영지원
부산,1036.0,중고령자 유아교육 인력풀 구축,3세대 하모니 자원봉사자 지원으로 방과후 과정 운영 내실화,저소득 노인 맞춤형 노인복지용구 대여사업 운영 지원
부산,1054.0,다문화가족 문화체험 프로그램 운영,다문화가족 문화체험 활동 기회 제공,결혼이민자를 위한 생활요리 교실 운영 (연1회)
부산,1059.0,결혼이민자 자립역량 강화 및 적응 지원,결혼이민자 한국생활 조기정착 지원및 자립역량 강화,결혼이민자에 대한 건강교육 및 상담을 위한 모자보건 교실 운영(연5회)
부산,1060.0,다문화가정생활요리교실운 영,결혼이민자를 위한 생활요리 교실 운영 (연1회),"결혼이민자를 강사로 양성, 모국의 문화를 전하는 다문화강사로 어린이집 등에 파견"
부산,1062.0,결혼이민자 대상 모자보건 교실 운영,결혼이민자에 대한 건강교육 및 상담을 위한 모자보건 교실 운영(연5회),가족 여가 프로그램 운영 및 정보 제공
부산,1071.0,결혼이민여성 일자리 발굴,취업 지원을 위한 자격증 프로그램 운영,"기초수급자 및 차상위계층 자녀중 중, 고교생 신입생 1인당 25만원 지원"
부산,1074.0,저소득가정 자녀 교복비 지원,"기초수급자 및 차상위계층 자녀중 중, 고교생 신입생 1인당 25만원 지원","시민단체 및 지역연대협의체와 협력하여 저출산극복을 위한 행사, 홍보, 캠페인 전개"
부산,1086.0,다문화가정에 대한 인식 전환을 위한 교육홍보 강화,학교 순회 다문화 이해교육,"'15년도 실적: 창업교육 150명, 박람회 참가 지원 9개업체, 컨설팅 6개 업체"
부산,1087.0,학교와 현장을 연계한 교육 및 체험학습 프로그램 강화,맞춤형 진로체험 활동 강화 등,15년도 실적: 예비 청년상인 선정 (10개정도 점포지원)
부산,1088.0,평생학습 인프라 구축,공공도서관 평생학습 프로그램 개발 운영,"15년도 실적: 46개 기업 65명 지원(협약 체결), 채용장려금 지원 45명"
세종,3055.0,임신부 초음파 및 기형아 검진비 지원,초음파 및 기형아 검사비 지원 353명,콜비 면제 60명
세종,3056.0,임신부 철분제 및 엽산제 지원,"엽산 및 빈혈제 1,306명",할인음식점 17개소
세종,3057.0,"ʻ엄마랑, 아가랑ʼ 한마음교실",참여인원 655명/36회,"출산장려금 1,021백만원 지원"
세종,3058.0,유축기 대여,유축기 대여 151명,책읽기 지원 313명
세종,3059.0,임신부 전용주차구역 설치,전용주차구역설치 15개소,고 위험 임산부 및 출산모 50명
세종,3060.0,ʻ맘 편한 산후조리지원ʼ 사업(신규),콜비 면제 60명,"서포터즈 35명 선발, 교육 2회"
세종,3061.0,임신부 할인음식점 지정운영,할인음식점 17개소,1일 8시간 이상 방과후 과정 운영
세종,3062.0,출산장려금 지원 사업,"출산장려금 1,021백만원 지원",수요자 요구에 따른 1일 12시간 이상 온종일 돌봄 운영
세종,3063.0,예방접종과 함께 책읽기,책읽기 지원 313명,특수학급 종일반 운영
세종,3064.0,"엄마건강, 아기사랑 프로젝트",고 위험 임산부 및 출산모 50명,원거리통학생 통학비 지원
세종,3065.0,기업과 함께 하는 아빠랑~ 육아 서포터즈 운영,"서포터즈 35명 선발, 교육 2회",신 ․ 증설 특수학급 환경 개선(관내 일반 학교내 특수학급) : 5학급
세종,3066.0,유치원 방과후과정 운영,1일 8시간 이상 방과후 과정 운영,자유수강권지원 • 초등돌봄교실 운영
세종,3067.0,돌봄유치원 운영,수요자 요구에 따른 1일 12시간 이상 온종일 돌봄 운영,"배움지킴이 93명 배치 및 운영, 배움지킴이 운영비 71개교 지원, 학생 등 ․ 하교 지도 및 일과 중 정해진 시간대에 학교내외 순시 ․ 순찰"
세종,3070.0,특수교육 여건개선,신 ․ 증설 특수학급 환경 개선(관내 일반 학교내 특수학급) : 5학급,개발 콘텐츠 및 EBS 교육서비스 활용
세종,3072.0,배움터 지킴이 운영,"배움지킴이 93명 배치 및 운영, 배움지킴이 운영비 71개교 지원, 학생 등 ․ 하교 지도 및 일과 중 정해진 시간대에 학교내외 순시 ․ 순찰",전체 초·중학생 및 읍·면지역 고등학생 무상급식비 지원
세종,3078.0,사이버학습 운영 및 지원,개발 콘텐츠 및 EBS 교육서비스 활용,"여성사회프로그램운영 • 강사비: 월1,200,000원*3명*10개월"
세종,3079.0,진로진학교육,진로진학교육 : 진로직업체험 및 진로상담,여성지도자연수교육추진 - 1차-여성친화도시현장체험 - 2차-21세기 세종시 여성리더 소양교육 및 역량강화 - 3차-건전 혼례문화정착 강연 및 문화 탐방 등
세종,3082.0,다문화가족어울림사업,다문화가족 한국생활 조기적응 및 친청부모 초청 무국방문지원 등,아동양육수당 종사자 처우개선비 17명 지원
세종,3083.0,여성 사회교육 프로그램 운영,"여성사회프로그램운영 • 강사비: 월1,200,000원*3명*10개월",지역아동센터 종사자 처우개선비 28명 지원
세종,3084.0,여성지도자 연수교육,여성지도자연수교육추진 - 1차-여성친화도시현장체험 - 2차-21세기 세종시 여성리더 소양교육 및 역량강화 - 3차-건전 혼례문화정착 강연 및 문화 탐방 등,지역아동센터 교재교구비 12개소 지원
세종,3085.0,아동청소년 성폭력예방교육,"아동 ․ 청소년을 대상으로, 강의, 체험형, 인형극 등 다양한 교육 방식으로 대상별 눈높이 교육",어린이날 기념행사 연 1회 개최
세종,3086.0,가정폭력 성폭력방지 및 피해자 지원,"가정 ․ 성폭력통합상담소 운영 지원, 긴급 피난 폭력피해자 상담 및 필수경비 지원",국민기초생활수급자 신입생 교복비 년 30만원 지원
세종,3087.0,아동양육시설 종사자 처우개선,아동양육수당 종사자 처우개선비 17명 지원,"아동양육시설, 공동생활가정 시설입소아동 간식비 지원"
세종,3088.0,지역아동센터 종사자 처우개선,지역아동센터 종사자 처우개선비 28명 지원,"아동양육시설, 공동생활가정 시설입소아동 수학여행비, 건강검진비, 안경구입비, 대학 등록금 등 지원"
세종,3089.0,지역아동센터 교재교구비,지역아동센터 교재교구비 12개소 지원,"아동양육시설, 공동생활가정 퇴소아동 자립정착금 500백만원 지원"
세종,3090.0,어린이날 기념행사,어린이날 기념행사 연 1회 개최,"아동양육시설, 공동생활가정 시설입소아동 용돈 및 자립프로그램비 지원"
세종,3091.0,중고교 신입생 교복비 지원,국민기초생활수급자 신입생 교복비 년 30만원 지원,지역아동센터 이용아동대상 하계수련회 개최
세종,3092.0,어려운아동 간식비 지원,"아동양육시설, 공동생활가정 시설입소아동 간식비 지원",공동생활가정 종사자 처우개선비 2명 지원
세종,3093.0,어려운아동 지원,"아동양육시설, 공동생활가정 시설입소아동 수학여행비, 건강검진비, 안경구입비, 대학 등록금 등 지원",5월 청소년의 달 행사 및 축하공연 등
세종,3094.0,퇴소아동 자립정착금 지원,"아동양육시설, 공동생활가정 퇴소아동 자립정착금 500백만원 지원","청소년 육성활성화(어울림마당, 동아리 지원 등)"
세종,3100.0,공동생활가정 종사자 처우개선,공동생활가정 종사자 처우개선비 2명 지원,청소년건전육성을 위한 프로그램 제공
세종,3101.0,청소년육성행사,5월 청소년의 달 행사 및 축하공연 등,어린이집 이용아동에 대한 간식비 지원
세종,3112.0,유연근무제 활성화,유연근무제 운영,60세 이상 거동불편노인 식사배달
세종,3113.0,육아휴직자 업무대행수당 지급,육아휴직 대행수당,60세 이상 결식우려노인 무료급식 제공
세종,3114.0,평생학습운영지원,영유아대상 평생교육 프로그램 운영,85세 이상 노인 사회활동장려금(5만원) 지급 3세대이상 거주하며 85세이상 노인을 부양하는 경우 효행장려금(10만원)지급
세종,3115.0,조치원 청소년수련관 운영,"청소년들 활동 공간 제공 및 다양한 문화, 예술, 교육, 동아리활동 지원",어르신들의 노인교실 7개소 운영 지원
세종,3119.0,저소득재가노인 식사배달사업,60세 이상 거동불편노인 식사배달,노인복지관 이용 편의제공 및 운영비 지원
세종,3120.0,무료경로식당 운영,60세 이상 결식우려노인 무료급식 제공,10월초 노인의 날 행사 지원
세종,3124.0,사회활동장려금 및 효행장려금 지급,85세 이상 노인 사회활동장려금(5만원) 지급 3세대이상 거주하며 85세이상 노인을 부양하는 경우 효행장려금(10만원)지급,노인회 운영 및 취미교실 등 운영 지원
세종,3125.0,노인대학 운영지원,어르신들의 노인교실 7개소 운영 지원,노인회운영활성화 사업 지원
세종,3126.0,백세시대신문 보급사업,읍면동 경로당에 노인신문 보급,5월 어버이날 행사 지원
세종,3128.0,노인의 날 행사,10월초 노인의 날 행사 지원,"경로당 수질검사, 전기검사"
세종,3131.0,어버이 날 행사,5월 어버이날 행사 지원,노인건강대축제 참가지원
세종,3133.0,경로당수질검사‧전기검사,"경로당 수질검사, 전기검사",개인신고시설 인건비 및 운영비 20% 지원
세종,3134.0,경로당 활성화,"노인여가프로그램, 노인지도자 양성교육, 경로당 소요물품 지원",노인생활시설 종사자 처우개선비 차등지원 (월10~18만원)
세종,3135.0,경로당 순회프로그램운영,경로당 프로그램 관리사 인건비 및 운영비,노인이용시설 종사자 처우개선비 차등지원 (월9~15만원)
세종,3138.0,노인개인신고시설 운영비 지원,개인신고시설 인건비 및 운영비 20% 지원,재가노인의 각종 일상생활 지원서비스 제공
세종,3139.0,노인생활시설 종사자 처우개선비,노인생활시설 종사자 처우개선비 차등지원 (월10~18만원),노인학대신고전화 운영하는 노인보호전문기관 운영비 지원
세종,3140.0,노인이용시설 종사자 처우개선비,노인이용시설 종사자 처우개선비 차등지원 (월9~15만원),1-4생활권(복컴)내 경로당 및 여가활용실 등 동일 생활권내 어르신들에게 건전한 여가 서비스 제공
세종,3144.0,노인보호전문기관 운영 지원,노인학대신고전화 운영하는 노인보호 전문기관 운영비 지원,저학력 비문해 성인대상 문해 교육 프로 그램 운영(3종)
세종,3145.0,노인문화센터 운영지원,1-4생활권(복컴)내 경로당 및 여가활용실 등 동일 생활권내 어르신들에게 건전한 여가 서비스 제공,저출산 극복을 위한 시민 인식개선 홍보
세종,3153.0,한글교실운영,저학력 비문해 성인대상 문해 교육 프로 그램 운영(3종),등하굣길 위험요소 사전차단 및 환경 정비를 통한 사고예방 • 통학차량 안전관리를 통한 안전한 환경조성
울산,2798.0,임신직원의 당직근무 제외(중구),임신 직원 당직근무 제외 : 15명,임신 및 출산직원을 위한 용품 지원
울산,2801.0,육아휴직 활성화(동구),출산 및 육아휴직 대체인력 인부임,1인당 100만원
